ID_cliente;Nombre_cliente;País;Email;Teléfono
200;Cliente_200;EEUU;cliente200@mail.com;+56 9 39964992
201;Cliente_201;Brasil;cliente201@mail.com;+56 9 22972223
202;Cliente_202;España;cliente202@mail.com;+56 9 98615974
203;Cliente_203;Brasil;cliente203@mail.com;+56 9 53447270
204;Cliente_204;Japón;cliente204@mail.com;+56 9 21209882
205;Cliente_205;Japón;cliente205@mail.com;+56 9 17332020
206;Cliente_206;Brasil;cliente206@mail.com;+56 9 20004677
207;Cliente_207;Brasil;cliente207@mail.com;+56 9 91735252
208;Cliente_208;Japón;cliente208@mail.com;+56 9 56704394
209;Cliente_209;Brasil;cliente209@mail.com;+56 9 18314153
210;Cliente_210;EEUU;cliente210@mail.com;+56 9 80943415
211;Cliente_211;China;cliente211@mail.com;+56 9 53017110
212;Cliente_212;Japón;cliente212@mail.com;+56 9 77073109
213;Cliente_213;EEUU;cliente213@mail.com;+56 9 18118830
214;Cliente_214;China;cliente214@mail.com;+56 9 90999111
215;Cliente_215;España;cliente215@mail.com;+56 9 20886781
216;Cliente_216;EEUU;cliente216@mail.com;+56 9 49042083
217;Cliente_217;España;cliente217@mail.com;+56 9 79427367
218;Cliente_218;EEUU;cliente218@mail.com;+56 9 37148732
219;Cliente_219;Brasil;cliente219@mail.com;+56 9 56807561
220;Cliente_220;EEUU;cliente220@mail.com;+56 9 67777222
221;Cliente_221;China;cliente221@mail.com;+56 9 11055419
222;Cliente_222;España;cliente222@mail.com;+56 9 62174188
223;Cliente_223;China;cliente223@mail.com;+56 9 44760956
224;Cliente_224;España;cliente224@mail.com;+56 9 80725226
225;Cliente_225;Japón;cliente225@mail.com;+56 9 72059816
226;Cliente_226;España;cliente226@mail.com;+56 9 22542828
227;Cliente_227;Brasil;cliente227@mail.com;+56 9 69810157
228;Cliente_228;China;cliente228@mail.com;+56 9 65820946
229;Cliente_229;Brasil;cliente229@mail.com;+56 9 70652475
230;Cliente_230;EEUU;cliente230@mail.com;+56 9 98973822
231;Cliente_231;Japón;cliente231@mail.com;+56 9 18789294
232;Cliente_232;China;cliente232@mail.com;+56 9 65860861
233;Cliente_233;Brasil;cliente233@mail.com;+56 9 11277868
234;Cliente_234;Brasil;cliente234@mail.com;+56 9 82899171
235;Cliente_235;Brasil;cliente235@mail.com;+56 9 48687429
236;Cliente_236;España;cliente236@mail.com;+56 9 95925071
237;Cliente_237;EEUU;cliente237@mail.com;+56 9 94044453
238;Cliente_238;Japón;cliente238@mail.com;+56 9 19108274
239;Cliente_239;EEUU;cliente239@mail.com;+56 9 31604115
240;Cliente_240;EEUU;cliente240@mail.com;+56 9 83859709
241;Cliente_241;Japón;cliente241@mail.com;+56 9 12140521
242;Cliente_242;EEUU;cliente242@mail.com;+56 9 76496220
243;Cliente_243;Brasil;cliente243@mail.com;+56 9 58868370
244;Cliente_244;EEUU;cliente244@mail.com;+56 9 83455570
245;Cliente_245;China;cliente245@mail.com;+56 9 75596548
246;Cliente_246;Brasil;cliente246@mail.com;+56 9 36409868
247;Cliente_247;China;correo_invalido;+56 9 60731690
248;Cliente_248;China;cliente248@mail.com;+56 9 86367910
249;Cliente_249;Japón;cliente249@mail.com;+56 9 88108893
250;Cliente_250;España;cliente250@mail.com;+56 9 96230009
251;Cliente_251;EEUU;cliente251@mail.com;+56 9 23435001
252;Cliente_252;Japón;cliente252@mail.com;+56 9 15378402
253;Cliente_253;España;cliente253@mail.com;+56 9 29680810
254;Cliente_254;EEUU;cliente254@mail.com;+56 9 76927683
255;Cliente_255;China;cliente255@mail.com;+56 9 71576691
256;Cliente_256;China;cliente256@mail.com;+56 9 65558346
257;Cliente_257;China;cliente257@mail.com;+56 9 32481188
258;Cliente_258;China;cliente258@mail.com;+56 9 46167233
259;Cliente_259;Japón;cliente259@mail.com;+56 9 34239315
260;Cliente_260;EEUU;cliente260@mail.com;+56 9 33155101
261;Cliente_261;EEUU;cliente261@mail.com;+56 9 46761168
262;Cliente_262;China;cliente262@mail.com;+56 9 32134418
263;Cliente_263;Japón;cliente263@mail.com;+56 9 23275881
264;Cliente_264;China;cliente264@mail.com;+56 9 98592067
265;Cliente_265;China;cliente265@mail.com;+56 9 70903199
266;Cliente_266;EEUU;cliente266@mail.com;+56 9 17770119
267;Cliente_267;EEUU;cliente267@mail.com;+56 9 78558937
268;Cliente_268;EEUU;cliente268@mail.com;+56 9 40082859
269;Cliente_269;España;cliente269@mail.com;+56 9 25837364
270;Cliente_270;España;cliente270@mail.com;+56 9 26153122
271;Cliente_271;Brasil;cliente271@mail.com;+56 9 27106840
272;Cliente_272;EEUU;cliente272@mail.com;+56 9 79282892
273;Cliente_273;España;cliente273@mail.com;+56 9 20463222
274;Cliente_274;Brasil;cliente274@mail.com;+56 9 18296987
275;Cliente_275;EEUU;cliente275@mail.com;+56 9 54110712
276;Cliente_276;China;cliente276@mail.com;+56 9 83937226
277;Cliente_277;Japón;cliente277@mail.com;+56 9 48478789
278;Cliente_278;España;cliente278@mail.com;+56 9 84214223
279;Cliente_279;EEUU;cliente279@mail.com;+56 9 35303759
280;Cliente_280;Brasil;cliente280@mail.com;+56 9 40783627
281;Cliente_281;España;cliente281@mail.com;+56 9 18032004
282;Cliente_282;España;cliente282@mail.com;+56 9 14950993
283;Cliente_283;Brasil;cliente283@mail.com;+56 9 79692147
284;Cliente_284;España;cliente284@mail.com;+56 9 41490791
285;Cliente_285;Japón;correo_invalido;+56 9 72707542
286;Cliente_286;Japón;cliente286@mail.com;+56 9 86939094
287;Cliente_287;Brasil;cliente287@mail.com;+56 9 63498543
288;Cliente_288;China;cliente288@mail.com;+56 9 89991505
289;Cliente_289;Japón;cliente289@mail.com;+56 9 79329973
290;Cliente_290;EEUU;cliente290@mail.com;+56 9 30984245
291;Cliente_291;EEUU;cliente291@mail.com;+56 9 54009622
292;Cliente_292;EEUU;cliente292@mail.com;+56 9 32967903
293;Cliente_293;China;cliente293@mail.com;+56 9 52842954
294;Cliente_294;EEUU;cliente294@mail.com;+56 9 64763028
295;Cliente_295;Japón;cliente295@mail.com;+56 9 81096062
296;Cliente_296;Brasil;cliente296@mail.com;+56 9 78783579
297;Cliente_297;EEUU;cliente297@mail.com;+56 9 67285901
298;Cliente_298;EEUU;cliente298@mail.com;+56 9 18492202
299;Cliente_299;Brasil;cliente299@mail.com;+56 9 96843052
300;Cliente_300;España;cliente300@mail.com;+56 9 76028078
301;Cliente_301;China;cliente301@mail.com;+56 9 32529794
302;Cliente_302;China;cliente302@mail.com;+56 9 29301153
303;Cliente_303;EEUU;cliente303@mail.com;+56 9 25053014
304;Cliente_304;EEUU;cliente304@mail.com;+56 9 69827783
305;Cliente_305;China;cliente305@mail.com;+56 9 33623410
306;Cliente_306;Brasil;cliente306@mail.com;+56 9 25544490
307;Cliente_307;España;cliente307@mail.com;+56 9 13784122
308;Cliente_308;EEUU;cliente308@mail.com;+56 9 65930593
309;Cliente_309;Japón;cliente309@mail.com;+56 9 61112795
310;Cliente_310;Japón;cliente310@mail.com;+56 9 40810080
311;Cliente_311;Brasil;cliente311@mail.com;+56 9 74179640
312;Cliente_312;China;cliente312@mail.com;+56 9 33496914
313;Cliente_313;Japón;cliente313@mail.com;+56 9 92666643
314;Cliente_314;EEUU;cliente314@mail.com;+56 9 99690253
315;Cliente_315;España;cliente315@mail.com;+56 9 30248505
316;Cliente_316;Brasil;cliente316@mail.com;+56 9 63442833
317;Cliente_317;España;cliente317@mail.com;+56 9 29111395
318;Cliente_318;Japón;cliente318@mail.com;+56 9 11564651
319;Cliente_319;España;cliente319@mail.com;+56 9 61149543
320;Cliente_320;China;cliente320@mail.com;+56 9 89401724
321;Cliente_321;EEUU;cliente321@mail.com;+56 9 53822623
322;Cliente_322;EEUU;cliente322@mail.com;+56 9 63408522
323;Cliente_323;Brasil;cliente323@mail.com;+56 9 67677908
324;Cliente_324;Japón;cliente324@mail.com;+56 9 82136866
325;Cliente_325;Brasil;cliente325@mail.com;+56 9 90129548
326;Cliente_326;EEUU;cliente326@mail.com;+56 9 37866256
327;Cliente_327;España;cliente327@mail.com;+56 9 99509010
328;Cliente_328;Brasil;cliente328@mail.com;+56 9 68494786
329;Cliente_329;Brasil;cliente329@mail.com;+56 9 30941125
330;Cliente_330;Brasil;cliente330@mail.com;+56 9 91423867
331;Cliente_331;China;cliente331@mail.com;+56 9 31114587
332;Cliente_332;Japón;cliente332@mail.com;+56 9 11190019
333;Cliente_333;España;cliente333@mail.com;+56 9 39997775
334;Cliente_334;EEUU;cliente334@mail.com;+56 9 84088105
335;Cliente_335;China;cliente335@mail.com;+56 9 71011890
336;Cliente_336;España;cliente336@mail.com;+56 9 37881366
337;Cliente_337;España;cliente337@mail.com;+56 9 95942642
338;Cliente_338;China;cliente338@mail.com;+56 9 98012680
339;Cliente_339;Brasil;cliente339@mail.com;+56 9 37073683
340;Cliente_340;China;cliente340@mail.com;+56 9 36643764
341;Cliente_341;España;cliente341@mail.com;+56 9 96895147
342;Cliente_342;China;cliente342@mail.com;+56 9 76166511
343;Cliente_343;Brasil;cliente343@mail.com;+56 9 79878296
344;Cliente_344;EEUU;cliente344@mail.com;+56 9 90419617
345;Cliente_345;Japón;cliente345@mail.com;+56 9 46783644
346;Cliente_346;España;cliente346@mail.com;+56 9 80583198
347;Cliente_347;China;cliente347@mail.com;+56 9 46523566
348;Cliente_348;Japón;cliente348@mail.com;+56 9 22831799
349;Cliente_349;España;cliente349@mail.com;+56 9 16400789
350;Cliente_350;Japón;cliente350@mail.com;+56 9 39122966
351;Cliente_351;China;cliente351@mail.com;+56 9 70157742
352;Cliente_352;Japón;cliente352@mail.com;+56 9 48567663
353;Cliente_353;China;cliente353@mail.com;+56 9 53621684
354;Cliente_354;China;cliente354@mail.com;+56 9 15722506
355;Cliente_355;España;cliente355@mail.com;+56 9 95564674
356;Cliente_356;Brasil;cliente356@mail.com;+56 9 77531297
357;Cliente_357;Japón;cliente357@mail.com;+56 9 72409344
358;Cliente_358;EEUU;cliente358@mail.com;+56 9 67719314
359;Cliente_359;Japón;cliente359@mail.com;+56 9 77364073
360;Cliente_360;China;cliente360@mail.com;+56 9 34720890
361;Cliente_361;Brasil;cliente361@mail.com;+56 9 40104056
362;Cliente_362;Japón;cliente362@mail.com;+56 9 65276994
363;Cliente_363;EEUU;cliente363@mail.com;+56 9 14898157
364;Cliente_364;China;cliente364@mail.com;+56 9 66529775
365;Cliente_365;España;cliente365@mail.com;+56 9 15731772
366;Cliente_366;Japón;cliente366@mail.com;+56 9 52111768
367;Cliente_367;España;cliente367@mail.com;+56 9 47483900
368;Cliente_368;EEUU;correo_invalido;+56 9 86607699
369;Cliente_369;Brasil;cliente369@mail.com;+56 9 71197928
370;Cliente_370;España;cliente370@mail.com;+56 9 59297509
371;Cliente_371;España;cliente371@mail.com;+56 9 27002829
372;Cliente_372;Brasil;cliente372@mail.com;+56 9 21683354
373;Cliente_373;China;cliente373@mail.com;+56 9 90712133
374;Cliente_374;España;cliente374@mail.com;+56 9 45894072
375;Cliente_375;Brasil;cliente375@mail.com;+56 9 85116933
376;Cliente_376;Brasil;cliente376@mail.com;+56 9 58037804
377;Cliente_377;EEUU;cliente377@mail.com;+56 9 29021165
378;Cliente_378;EEUU;cliente378@mail.com;+56 9 30089611
379;Cliente_379;España;cliente379@mail.com;+56 9 23532703
380;Cliente_380;EEUU;cliente380@mail.com;+56 9 72719121
381;Cliente_381;China;cliente381@mail.com;+56 9 79496307
382;Cliente_382;Japón;cliente382@mail.com;+56 9 48564454
383;Cliente_383;Japón;cliente383@mail.com;+56 9 25601982
384;Cliente_384;Japón;cliente384@mail.com;+56 9 83770656
385;Cliente_385;China;cliente385@mail.com;+56 9 42552513
386;Cliente_386;EEUU;cliente386@mail.com;+56 9 64581312
387;Cliente_387;EEUU;cliente387@mail.com;+56 9 51992119
388;Cliente_388;Japón;cliente388@mail.com;+56 9 55498457
389;Cliente_389;España;cliente389@mail.com;+56 9 18535660
390;Cliente_390;Japón;cliente390@mail.com;+56 9 40261576
391;Cliente_391;China;cliente391@mail.com;+56 9 56930927
392;Cliente_392;España;cliente392@mail.com;+56 9 68635802
393;Cliente_393;China;cliente393@mail.com;+56 9 86344035
394;Cliente_394;España;cliente394@mail.com;+56 9 24566938
395;Cliente_395;EEUU;cliente395@mail.com;+56 9 89843245
396;Cliente_396;España;cliente396@mail.com;+56 9 10905835
397;Cliente_397;EEUU;cliente397@mail.com;+56 9 65835744
398;Cliente_398;España;cliente398@mail.com;+56 9 71932308
399;Cliente_399;España;cliente399@mail.com;+56 9 84865120
400;Cliente_400;EEUU;cliente400@mail.com;+56 9 41698287
401;Cliente_401;Brasil;cliente401@mail.com;+56 9 88131616
402;Cliente_402;España;cliente402@mail.com;+56 9 76040046
403;Cliente_403;China;cliente403@mail.com;+56 9 44368681
404;Cliente_404;Brasil;cliente404@mail.com;+56 9 48729031
405;Cliente_405;China;cliente405@mail.com;+56 9 86978104
406;Cliente_406;EEUU;cliente406@mail.com;+56 9 32335546
407;Cliente_407;España;cliente407@mail.com;+56 9 10887709
408;Cliente_408;España;cliente408@mail.com;+56 9 44408277
409;Cliente_409;Brasil;cliente409@mail.com;+56 9 22983218
410;Cliente_410;España;cliente410@mail.com;+56 9 14411820
411;Cliente_411;Japón;cliente411@mail.com;+56 9 83873119
412;Cliente_412;Japón;cliente412@mail.com;+56 9 39045769
413;Cliente_413;España;cliente413@mail.com;+56 9 61943466
414;Cliente_414;China;cliente414@mail.com;+56 9 47831155
415;Cliente_415;China;cliente415@mail.com;+56 9 82290283
416;Cliente_416;Japón;cliente416@mail.com;+56 9 19864163
417;Cliente_417;EEUU;cliente417@mail.com;+56 9 41682663
418;Cliente_418;EEUU;cliente418@mail.com;+56 9 46532339
419;Cliente_419;EEUU;cliente419@mail.com;+56 9 21928219
420;Cliente_420;China;cliente420@mail.com;+56 9 54239138
421;Cliente_421;Brasil;cliente421@mail.com;+56 9 95248121
422;Cliente_422;EEUU;cliente422@mail.com;+56 9 18686793
423;Cliente_423;Japón;cliente423@mail.com;+56 9 64787911
424;Cliente_424;España;cliente424@mail.com;+56 9 31626193
425;Cliente_425;España;cliente425@mail.com;+56 9 89201225
426;Cliente_426;España;cliente426@mail.com;+56 9 68325453
427;Cliente_427;China;cliente427@mail.com;+56 9 64242275
428;Cliente_428;China;cliente428@mail.com;+56 9 32180761
429;Cliente_429;China;cliente429@mail.com;+56 9 74557862
430;Cliente_430;Brasil;cliente430@mail.com;+56 9 20031419
431;Cliente_431;Brasil;cliente431@mail.com;+56 9 86705549
432;Cliente_432;España;cliente432@mail.com;+56 9 97455551
433;Cliente_433;China;cliente433@mail.com;+56 9 58734582
434;Cliente_434;China;cliente434@mail.com;+56 9 52810294
435;Cliente_435;España;cliente435@mail.com;+56 9 34032503
436;Cliente_436;EEUU;cliente436@mail.com;+56 9 65860163
437;Cliente_437;EEUU;cliente437@mail.com;+56 9 87434549
438;Cliente_438;Japón;cliente438@mail.com;+56 9 17582004
439;Cliente_439;Brasil;cliente439@mail.com;+56 9 71015280
440;Cliente_440;España;cliente440@mail.com;+56 9 26908204
441;Cliente_441;Brasil;cliente441@mail.com;+56 9 42126181
442;Cliente_442;Japón;cliente442@mail.com;+56 9 87361816
443;Cliente_443;Japón;cliente443@mail.com;+56 9 27000971
